time,Gross Domestic Product (Expenditure) current basic prices index SA,Gross Domestic Product (Income) chained volume index: SA,Gross Domestic Product (Income) current basic prices index SA,Gross Domestic Product (Expenditure) chained volume index: SA,Gross Domestic Product: Year on Year growth: CVM SA %,Gross Domestic Product: Quarter on Quarter growth: CVM SA %,Gross Domestic Product: quarter on quarter growth rate: CP SA %,Gross Domestic Product: q-on-q4 growth quarter growth: CP SA %,Gross Domestic Product: q-on-q4 growth rate CVM SA %,Gross Domestic Product (Income) current basic prices: aligned: SA £m,Gross Domestic Product (Expenditure) chained volume measure SA £m,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,Gross Domestic Product at market prices: CP: NSA £m,Gross Domestic Product index: Current price: Seasonally adjusted,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,"Gross Domestic Product at market prices, q-on-q4 growth: CP: NSA £m","Gross Domestic Product at market prices, q-on-q1 growth: CP: NSA £m",measure,measure_value
2000 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.8
2001 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.8
2001 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,87.2
2001 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.5
2001 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.1
2001 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.6
2001 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.3
2001 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.2
2001 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,87.4
2001 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.0
2001 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.1
2001 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.2
2001 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.7
2001 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.0
2001 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,88.1
2001 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.9
2001 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.8
2001 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.8
2001 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.2
2001 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.0
2001 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,88.5
2001 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.8
2001 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.1
2001 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.5
2001 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.1
2002 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.1
2002 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,89.0
2002 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.6
2002 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.0
2002 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.5
2002 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.2
2002 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-1.0
2002 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,90.0
2002 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.2
2002 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.0
2002 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.2
2002 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.5
2002 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-0.1
2002 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,90.1
2002 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.8
2002 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.3
2002 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.0
2002 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.7
2002 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.2
2002 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,90.6
2002 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.9
2002 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.4
2002 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.6
2002 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.2
2003 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.3
2003 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,91.4
2003 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.9
2003 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.7
2003 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.9
2003 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.1
2003 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.1
2003 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,92.1
2003 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.1
2003 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.3
2003 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.8
2003 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.3
2003 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.5
2003 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,92.8
2003 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.2
2003 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.0
2003 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.7
2003 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.1
2003 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-0.1
2003 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,93.9
2003 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.8
2003 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.6
2003 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.2
2003 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.5
2004 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.9
2004 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,93.4
2004 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.7
2004 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.2
2004 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.5
2004 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,1.0
2004 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.3
2004 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,94.2
2004 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.4
2004 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.2
2004 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.8
2004 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.4
2004 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.4
2004 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,94.0
2004 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.6
2004 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.3
2004 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.2
2004 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.2
2004 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.1
2004 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,93.1
2004 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,90.7
2004 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-0.9
2004 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.9
2004 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,1.2
2005 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.2
2005 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,93.9
2005 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,90.8
2005 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.5
2005 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.9
2005 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.1
2005 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.4
2005 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,95.1
2005 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,90.7
2005 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.0
2005 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.3
2005 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.1
2005 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.9
2005 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,95.7
2005 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.3
2005 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.9
2005 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.6
2005 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.7
2005 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.7
2005 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.4
2005 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.3
2005 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,4.6
2005 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.7
2005 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.0
2006 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.9
2006 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.3
2006 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.5
2006 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.6
2006 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.2
2006 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.3
2006 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.8
2006 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.4
2006 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.4
2006 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.4
2006 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.1
2006 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.1
2006 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.3
2006 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,97.3
2006 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,91.5
2006 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.6
2006 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.1
2006 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.1
2006 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.7
